2023-06-11 22:00:00+00:00,Close,High,Low,Open,Volume,EMA20,RSI14,ATR14,MACD,MACD_Signal,MACD_Hist
2023-06-11 23:00:00+00:00,1974.300048828125,1975.0999755859373,1972.5,1973.4000244140625,1182,,,0.0,,,
2023-06-12 00:00:00+00:00,1972.699951171875,1974.9000244140625,1972.4000244140625,1974.300048828125,1453,,,0.0,,,
2023-06-12 01:00:00+00:00,1970.199951171875,1973.9000244140625,1969.699951171875,1972.699951171875,3860,,,0.0,,,
2023-06-12 02:00:00+00:00,1970.199951171875,1970.5999755859373,1968.4000244140625,1970.0999755859373,2835,,,0.0,,,
2023-06-12 03:00:00+00:00,1972.800048828125,1973.0999755859373,1969.5,1970.0999755859373,1721,,,0.0,,,
2023-06-12 04:00:00+00:00,1971.0999755859373,1972.5999755859373,1970.800048828125,1972.5999755859373,1330,,,0.0,,,
2023-06-12 05:00:00+00:00,1973.0999755859373,1975.5999755859373,1970.699951171875,1971.0,3413,,,0.0,,,
2023-06-12 06:00:00+00:00,1974.5,1976.300048828125,1971.9000244140625,1973.199951171875,3202,,,0.0,,,
2023-06-12 07:00:00+00:00,1974.800048828125,1975.699951171875,1972.800048828125,1974.4000244140625,4006,,,0.0,,,
2023-06-12 08:00:00+00:00,1979.300048828125,1979.9000244140625,1974.300048828125,1974.699951171875,4718,,,0.0,,,
2023-06-12 09:00:00+00:00,1979.5999755859373,1980.0,1978.0,1979.4000244140625,4469,,,0.0,,,
2023-06-12 10:00:00+00:00,1978.5999755859373,1981.4000244140625,1978.5,1979.5999755859373,3133,,,0.0,,,
2023-06-12 11:00:00+00:00,1978.4000244140625,1979.5,1976.0999755859373,1978.5,2936,,,0.0,,,
2023-06-12 12:00:00+00:00,1977.0999755859373,1980.4000244140625,1975.4000244140625,1978.300048828125,9893,,58.81960443283291,3.44285365513388,,,
2023-06-12 13:00:00+00:00,1966.0,1978.300048828125,1963.0999755859373,1977.0999755859373,26047,,29.790101676785156,4.282655054209155,,,
2023-06-12 14:00:00+00:00,1968.199951171875,1968.800048828125,1963.5999755859373,1966.0,14985,,36.48117312622399,4.348184924779053,,,
2023-06-12 15:00:00+00:00,1969.300048828125,1972.699951171875,1967.800048828125,1968.199951171875,9958,,39.58192549955485,4.3875933118484065,,,
2023-06-12 16:00:00+00:00,1968.199951171875,1970.0999755859373,1967.0999755859373,1969.300048828125,4342,,37.60498015215885,4.288479503859235,,,
2023-06-12 17:00:00+00:00,1969.9000244140625,1970.699951171875,1967.199951171875,1968.0999755859373,6132,,42.393388227335635,4.232159539297861,,,
2023-06-12 18:00:00+00:00,1970.699951171875,1972.0,1969.800048828125,1969.9000244140625,3012,1972.49371308742,44.54970405854394,4.087001798767656,,,
2023-06-12 19:00:00+00:00,1972.0999755859373,1972.699951171875,1969.800048828125,1970.699951171875,3910,1972.4562142777552,48.204020545142114,4.002208980552109,,,
2023-06-12 20:00:00+00:00,1971.800048828125,1972.5999755859373,1970.800048828125,1972.0999755859373,1447,1972.3937223301714,47.482088386277304,3.8449031074992637,,,
2023-06-12 22:00:00+00:00,1972.199951171875,1972.300048828125,1970.800048828125,1971.4000244140625,0,1972.3752679341433,48.587702457933396,3.6774100283921736,,,
2023-06-12 23:00:00+00:00,1973.800048828125,1974.5,1972.0999755859373,1972.199951171875,961,1972.5109613526176,52.86362214247029,3.586168198797213,,,
2023-06-13 00:00:00+00:00,1971.699951171875,1974.800048828125,1971.5999755859373,1973.800048828125,1477,1972.433722287785,47.30293685271998,3.5585899876108216,,,
2023-06-13 01:00:00+00:00,1971.0,1973.5999755859373,1970.300048828125,1971.699951171875,3345,1972.297177307996,45.581951201128305,3.5401140426252113,-0.6412071739889598,,
2023-06-13 02:00:00+00:00,1973.0,1973.4000244140625,1970.0,1971.0999755859373,2003,1972.3641128024726,51.0608411704075,3.530107640585018,-0.5060744913512281,,
2023-06-13 03:00:00+00:00,1975.5,1975.9000244140625,1972.4000244140625,1973.0999755859373,2401,1972.6627687260466,56.902028553151034,3.5279570948289454,-0.19500387684774978,,
2023-06-13 04:00:00+00:00,1974.5,1976.0,1974.199951171875,1975.800048828125,1691,1972.8377431330898,54.11947892332828,3.404535075778664,-0.028837396802373405,,
2023-06-13 05:00:00+00:00,1972.5,1975.199951171875,1972.199951171875,1974.5,2470,1972.8055771204147,48.96252065738302,3.375639713223045,-0.05786551190294631,,
2023-06-13 06:00:00+00:00,1976.199951171875,1977.4000244140625,1972.300048828125,1972.5,6362,1973.1288508396015,57.105641315025764,3.4988065612740775,0.2152038989445373,,
2023-06-13 07:00:00+00:00,1976.199951171875,1979.300048828125,1975.9000244140625,1976.199951171875,5419,1973.4213365855323,57.105641315025764,3.491750693616108,0.4266947034666373,,
2023-06-13 08:00:00+00:00,1978.0999755859373,1978.699951171875,1975.300048828125,1976.0999755859373,2720,1973.8669212522375,60.827935305602345,3.4851900971971004,0.7390989086618447,,
2023-06-13 09:00:00+00:00,1976.9000244140625,1978.5,1976.4000244140625,1978.0999755859373,2656,1974.1557882200302,57.43794495957155,3.3862462035357006,0.879714657896784,0.2251954934091493,0.6545191644876347
2023-06-13 10:00:00+00:00,1979.699951171875,1979.9000244140625,1975.699951171875,1976.9000244140625,4300,1974.6838037392536,62.666290792604066,3.4443767062965436,1.203214434611482,0.4207992816496159,0.782415152961866
2023-06-13 11:00:00+00:00,1977.5999755859373,1980.199951171875,1977.199951171875,1979.800048828125,3995,1974.9615343913185,57.00984255373891,3.412635512989648,1.2754374102576094,0.5917269073712146,0.6837105028863948
2023-06-13 12:00:00+00:00,1975.0,1985.9000244140625,1959.5999755859373,1977.5999755859373,38504,1974.9651977826215,50.8857000366079,5.047450749785047,1.110082003577645,0.6953979266125008,0.4146840769651443
2023-06-13 13:00:00+00:00,1967.5999755859373,1979.9000244140625,1967.0999755859373,1975.0999755859373,30518,1974.263748049604,38.28111413901832,5.601207755380774,0.377564201739915,0.6318311816379837,-0.2542669798980687
2023-06-13 14:00:00+00:00,1966.199951171875,1969.4000244140625,1964.300048828125,1967.5,23140,1973.4957673945821,36.44194562058241,5.565405457563398,-0.31233134215199243,0.4429986768799885,-0.7553300190319809
2023-06-13 15:00:00+00:00,1956.4000244140625,1966.5999755859373,1955.0999755859373,1966.199951171875,28127,1971.8676013964373,26.75292088361479,5.989305067737441,-1.6310490014693642,0.02818914121011795,-1.6592381426794822
2023-06-13 16:00:00+00:00,1958.199951171875,1960.5,1955.699951171875,1956.300048828125,9511,1970.5659204226693,30.41246228969925,5.90435819347941,-2.5020609988700926,-0.47786088680592415,-2.0242001120641686
2023-06-13 17:00:00+00:00,1955.800048828125,1960.0,1954.300048828125,1958.0999755859373,11943,1969.1596469374745,28.376723627000132,5.8897576919362375,-3.34740949150455,-1.0517706077456492,-2.2956388837589006
2023-06-13 18:00:00+00:00,1953.5999755859373,1956.9000244140625,1953.5,1955.800048828125,6228,1967.6777734754232,26.617709319343433,5.711919600659542,-4.147076865549479,-1.6708318593064153,-2.4762450062430643
2023-06-13 19:00:00+00:00,1956.5,1957.0,1953.0,1953.699951171875,4137,1966.613223620621,32.552710645889476,5.58963962918386,-4.494995773829714,-2.2356646422110753,-2.259331131618639
2023-06-13 20:00:00+00:00,1956.9000244140625,1957.699951171875,1955.300048828125,1956.300048828125,1826,1965.6881570295202,33.353423733266894,5.36180125165287,-4.684446010547617,-2.725420915878384,-1.9590250946692334
