Price,Open,High,Low,Close,Volume
Ticker,Znc=F,Znc=F,Znc=F,Znc=F,Znc=F
DateTime,,,,,
2015-08-17 00:00,1835.0000,1835.0000,1835.0000,1835.0000,0
2015-08-18 00:00,1785.5000,1785.5000,1785.5000,1785.5000,0
2015-08-19 00:00,1809.0000,1809.0000,1805.0000,1805.0000,20
2015-08-20 00:00,1840.0000,1840.0000,1837.5000,1837.5000,1
2015-08-21 00:00,1782.5000,1782.5000,1782.5000,1782.5000,0
2015-08-24 00:00,1733.0000,1733.0000,1733.0000,1733.0000,0
2015-08-25 00:00,1753.0000,1753.0000,1753.0000,1753.0000,0
2015-08-26 00:00,1723.0000,1723.0000,1702.5000,1702.5000,4
2015-08-27 00:00,1762.5000,1762.5000,1762.5000,1762.5000,0
2015-08-28 00:00,1820.5000,1822.5000,1814.0000,1822.5000,25
2015-08-31 00:00,1822.5000,1822.5000,1822.5000,1822.5000,0
2015-09-01 00:00,1822.5000,1822.5000,1822.5000,1822.5000,0
2015-09-02 00:00,1832.5000,1832.5000,1832.5000,1832.5000,0
2015-09-03 00:00,1832.5000,1832.5000,1832.5000,1832.5000,0
2015-09-04 00:00,1797.5000,1797.5000,1797.5000,1797.5000,0
2015-09-08 00:00,1827.5000,1827.5000,1827.5000,1827.5000,0
2015-09-09 00:00,1830.0000,1830.0000,1830.0000,1830.0000,0
2015-09-10 00:00,1825.0000,1825.0000,1825.0000,1825.0000,0
2015-09-11 00:00,1825.0000,1825.0000,1825.0000,1825.0000,0
2015-09-14 00:00,1765.0000,1767.0000,1765.0000,1765.0000,1
2015-09-15 00:00,1748.5000,1748.5000,1748.5000,1748.5000,0
2015-09-16 00:00,1759.5000,1759.5000,1745.0000,1755.0000,13
2015-09-17 00:00,1729.5000,1753.5000,1729.5000,1737.5000,35
2015-09-18 00:00,1695.0000,1695.0000,1695.0000,1695.0000,4
2015-09-21 00:00,1682.0000,1682.0000,1670.0000,1670.0000,2
2015-09-22 00:00,1637.5000,1637.5000,1630.0000,1637.5000,1
2015-09-23 00:00,1657.5000,1657.5000,1657.5000,1657.5000,0
2015-09-24 00:00,1682.5000,1682.5000,1682.5000,1682.5000,0
2015-09-25 00:00,1630.0000,1630.0000,1630.0000,1630.0000,0
2015-09-28 00:00,1625.0000,1627.5000,1625.0000,1627.5000,18
2015-09-29 00:00,1631.5000,1657.0000,1631.5000,1650.0000,7
2015-09-30 00:00,1693.5000,1693.5000,1693.5000,1693.5000,0
2015-10-01 00:00,1684.0000,1684.0000,1684.0000,1684.0000,0
2015-10-02 00:00,1687.5000,1687.5000,1687.5000,1687.5000,0
2015-10-05 00:00,1666.0000,1666.0000,1666.0000,1666.0000,0
2015-10-06 00:00,1647.0000,1647.0000,1647.0000,1647.0000,0
2015-10-07 00:00,1688.5000,1688.5000,1688.5000,1688.5000,0
2015-10-08 00:00,1663.0000,1663.0000,1663.0000,1663.0000,0
2015-10-09 00:00,1839.0000,1839.0000,1839.0000,1839.0000,0
2015-10-12 00:00,1838.0000,1838.0000,1838.0000,1838.0000,0
2015-10-13 00:00,1816.5000,1816.5000,1816.5000,1816.5000,0
2015-10-14 00:00,1816.5000,1816.5000,1816.5000,1816.5000,0
2015-10-15 00:00,1819.5000,1819.5000,1819.5000,1819.5000,0
2015-10-16 00:00,1807.0000,1807.0000,1807.0000,1807.0000,0
2015-10-19 00:00,1807.0000,1807.0000,1807.0000,1807.0000,0
2015-10-20 00:00,1771.0000,1771.0000,1771.0000,1771.0000,0
2015-10-21 00:00,1721.5000,1721.5000,1721.5000,1721.5000,0
2015-10-22 00:00,1748.5000,1748.5000,1748.5000,1748.5000,0
2015-10-23 00:00,1752.5000,1752.5000,1752.5000,1752.5000,0
2015-10-26 00:00,1737.0000,1737.0000,1737.0000,1737.0000,0
2015-10-27 00:00,1743.5000,1743.5000,1743.5000,1743.5000,0
2015-10-28 00:00,1753.0000,1753.0000,1753.0000,1753.0000,0
2015-10-30 00:00,1704.0000,1704.0000,1704.0000,1704.0000,0
2015-11-02 00:00,1699.0000,1699.0000,1699.0000,1699.0000,0
2015-11-03 00:00,1696.5000,1696.5000,1696.5000,1696.5000,0
2015-11-04 00:00,1683.5000,1683.5000,1683.5000,1683.5000,0
2015-11-05 00:00,1683.5000,1683.5000,1683.5000,1683.5000,0
2015-11-06 00:00,1683.5000,1683.5000,1683.5000,1683.5000,0
2015-11-09 00:00,1655.0000,1655.0000,1655.0000,1655.0000,0
2015-11-10 00:00,1616.0000,1616.0000,1616.0000,1616.0000,16
2015-11-11 00:00,1632.5000,1632.5000,1632.5000,1632.5000,0
2015-11-12 00:00,1618.0000,1618.0000,1618.0000,1618.0000,0
2015-11-13 00:00,1626.5000,1626.5000,1626.5000,1626.5000,0
2015-11-16 00:00,1591.0000,1591.0000,1591.0000,1591.0000,0
2015-11-17 00:00,1554.5000,1554.5000,1554.5000,1554.5000,0
2015-11-18 00:00,1516.5000,1516.5000,1516.5000,1516.5000,0
2015-11-19 00:00,1532.0000,1532.0000,1532.0000,1532.0000,0
2015-11-20 00:00,1561.5000,1561.5000,1561.5000,1561.5000,0
2015-11-23 00:00,1547.0000,1547.0000,1547.0000,1547.0000,0
2015-11-24 00:00,1586.0000,1586.0000,1586.0000,1586.0000,0
2015-11-25 00:00,1578.0000,1578.0000,1578.0000,1578.0000,4
2015-11-27 00:00,1563.5000,1563.5000,1563.5000,1563.5000,0
2015-11-30 00:00,1562.5000,1562.5000,1562.5000,1562.5000,0
2015-12-01 00:00,1575.0000,1575.0000,1575.0000,1575.0000,0
2015-12-02 00:00,1557.5000,1557.5000,1557.5000,1557.5000,4
2015-12-03 00:00,1522.0000,1522.0000,1522.0000,1522.0000,4
2015-12-04 00:00,1554.0000,1554.0000,1554.0000,1554.0000,0
2015-12-07 00:00,1532.5000,1532.5000,1532.5000,1532.5000,0
2015-12-08 00:00,1537.0000,1537.0000,1537.0000,1537.0000,0
2015-12-09 00:00,1538.5000,1538.5000,1538.5000,1538.5000,0
2015-12-10 00:00,1538.0000,1538.0000,1538.0000,1538.0000,0
2015-12-11 00:00,1557.5000,1557.5000,1557.5000,1557.5000,0
2015-12-14 00:00,1554.5000,1554.5000,1554.5000,1554.5000,0
2015-12-15 00:00,1509.5000,1509.5000,1509.5000,1509.5000,0
2015-12-16 00:00,1518.5000,1518.5000,1518.5000,1518.5000,0
2015-12-17 00:00,1496.5000,1496.5000,1496.5000,1496.5000,0
2015-12-18 00:00,1520.5000,1520.5000,1520.5000,1520.5000,0
2015-12-21 00:00,1536.0000,1536.0000,1536.0000,1536.0000,0
2015-12-22 00:00,1523.0000,1523.0000,1523.0000,1523.0000,0
2015-12-23 00:00,1558.0000,1558.0000,1558.0000,1558.0000,0
2015-12-24 00:00,1558.0000,1558.0000,1558.0000,1558.0000,0
2015-12-28 00:00,1558.0000,1558.0000,1558.0000,1558.0000,0
2015-12-29 00:00,1558.0000,1558.0000,1558.0000,1558.0000,0
2016-01-04 00:00,1577.5000,1577.5000,1577.5000,1577.5000,0
2016-01-05 00:00,1578.5000,1578.5000,1578.5000,1578.5000,0
2016-01-06 00:00,1554.0000,1554.0000,1554.0000,1554.0000,0
2016-01-07 00:00,1510.0000,1510.0000,1510.0000,1510.0000,0
2016-01-08 00:00,1513.0000,1513.0000,1513.0000,1513.0000,0
2016-01-11 00:00,1476.5000,1476.5000,1476.5000,1476.5000,0
2016-01-12 00:00,1461.5000,1461.5000,1461.5000,1461.5000,0
2016-01-13 00:00,1490.5000,1490.5000,1490.5000,1490.5000,0
2016-01-14 00:00,1505.5000,1505.5000,1505.5000,1505.5000,6
2016-01-15 00:00,1489.0000,1489.0000,1480.5000,1480.5000,6
2016-01-19 00:00,1510.5000,1510.5000,1510.5000,1510.5000,0
2016-01-20 00:00,1485.5000,1485.5000,1485.5000,1485.5000,0
2016-01-21 00:00,1510.0000,1510.0000,1510.0000,1510.0000,6
2016-01-22 00:00,1511.5000,1511.5000,1511.5000,1511.5000,0
2016-01-25 00:00,1514.5000,1514.5000,1514.5000,1514.5000,0
2016-01-26 00:00,1585.5000,1585.5000,1585.5000,1585.5000,0
2016-01-27 00:00,1609.0000,1609.0000,1609.0000,1609.0000,0
2016-01-29 00:00,1623.5000,1623.5000,1623.5000,1623.5000,0
2016-02-01 00:00,1649.0000,1649.0000,1649.0000,1649.0000,0
2016-02-02 00:00,1669.5000,1669.5000,1669.5000,1669.5000,0
2016-02-03 00:00,1696.5000,1696.5000,1696.5000,1696.5000,0
2016-02-04 00:00,1696.5000,1696.5000,1696.5000,1696.5000,0
2016-02-05 00:00,1696.5000,1696.5000,1696.5000,1696.5000,0
2016-02-08 00:00,1725.5000,1725.5000,1725.5000,1725.5000,0
2016-02-09 00:00,1688.0000,1688.0000,1688.0000,1688.0000,0
2016-02-10 00:00,1703.5000,1703.5000,1703.5000,1703.5000,0
2016-02-11 00:00,1704.5000,1704.5000,1704.5000,1704.5000,0
2016-02-12 00:00,1703.0000,1703.0000,1703.0000,1703.0000,0
2016-02-16 00:00,1672.0000,1672.0000,1672.0000,1672.0000,0
2016-02-17 00:00,1645.0000,1645.0000,1645.0000,1645.0000,0
2016-02-18 00:00,1689.5000,1689.5000,1689.5000,1689.5000,0
2016-02-19 00:00,1740.5000,1740.5000,1740.5000,1740.5000,0
2016-02-22 00:00,1776.5000,1776.5000,1776.5000,1776.5000,0
2016-02-23 00:00,1734.0000,1734.0000,1734.0000,1734.0000,0
2016-02-24 00:00,1753.5000,1753.5000,1753.5000,1753.5000,0
2016-02-25 00:00,1747.0000,1747.0000,1747.0000,1747.0000,5
2016-02-26 00:00,1757.0000,1757.5000,1757.0000,1757.5000,5
2016-02-29 00:00,1762.0000,1762.0000,1762.0000,1762.0000,0
2016-03-01 00:00,1783.5000,1783.5000,1783.5000,1783.5000,0
2016-03-02 00:00,1814.5000,1814.5000,1814.5000,1814.5000,0
2016-03-03 00:00,1835.5000,1835.5000,1835.5000,1835.5000,0
2016-03-04 00:00,1846.5000,1846.5000,1846.5000,1846.5000,0
2016-03-07 00:00,1812.5000,1812.5000,1812.5000,1812.5000,0
2016-03-08 00:00,1764.5000,1764.5000,1764.5000,1764.5000,0
2016-03-09 00:00,1801.5000,1801.5000,1801.5000,1801.5000,0
2016-03-10 00:00,1764.0000,1764.0000,1764.0000,1764.0000,0
2016-03-11 00:00,1801.5000,1801.5000,1801.5000,1801.5000,0
2016-03-14 00:00,1784.5000,1784.5000,1784.5000,1784.5000,0
2016-03-15 00:00,1748.5000,1748.5000,1748.5000,1748.5000,0
2016-03-16 00:00,1756.5000,1756.5000,1756.5000,1756.5000,0
2016-03-17 00:00,1817.0000,1817.0000,1817.0000,1817.0000,0
2016-03-18 00:00,1845.0000,1845.0000,1845.0000,1845.0000,0
2016-03-21 00:00,1870.0000,1870.0000,1870.0000,1870.0000,0
2016-03-22 00:00,1866.5000,1866.5000,1866.5000,1866.5000,0
2016-03-23 00:00,1822.5000,1822.5000,1822.5000,1822.5000,0
2016-03-24 00:00,1788.0000,1788.0000,1788.0000,1788.0000,0
2016-03-28 00:00,1788.0000,1788.0000,1788.0000,1788.0000,0
2016-03-29 00:00,1777.5000,1777.5000,1777.5000,1777.5000,0
2016-04-01 00:00,1871.5000,1871.5000,1871.5000,1871.5000,0
2016-04-04 00:00,1857.0000,1857.0000,1857.0000,1857.0000,0
2016-04-05 00:00,1809.0000,1809.0000,1809.0000,1809.0000,0
2016-04-06 00:00,1800.0000,1800.0000,1800.0000,1800.0000,0
2016-04-07 00:00,1749.0000,1749.0000,1749.0000,1749.0000,0
2016-04-08 00:00,1753.5000,1753.5000,1753.5000,1753.5000,0
2016-04-11 00:00,1754.5000,1754.5000,1754.5000,1754.5000,0
2016-04-12 00:00,1828.0000,1828.0000,1828.0000,1828.0000,0
2016-04-13 00:00,1879.0000,1879.0000,1879.0000,1879.0000,0
2016-04-14 00:00,1854.0000,1854.0000,1854.0000,1854.0000,0
2016-04-15 00:00,1873.5000,1873.5000,1873.5000,1873.5000,0
2016-04-18 00:00,1873.5000,1873.5000,1873.5000,1873.5000,0
2016-04-19 00:00,1931.0000,1931.0000,1931.0000,1931.0000,0
2016-04-20 00:00,1931.0000,1931.0000,1931.0000,1931.0000,0
2016-04-21 00:00,1931.0000,1931.0000,1931.0000,1931.0000,0
2016-04-22 00:00,1912.0000,1912.0000,1912.0000,1912.0000,0
2016-04-25 00:00,1879.0000,1879.0000,1879.0000,1879.0000,0
2016-04-26 00:00,1896.0000,1896.0000,1895.0000,1895.0000,0
2016-04-27 00:00,1885.5000,1885.5000,1885.5000,1885.5000,0
2016-04-29 00:00,1942.0000,1942.0000,1942.0000,1942.0000,0
2016-05-02 00:00,1942.0000,1942.0000,1942.0000,1942.0000,0
2016-05-03 00:00,1903.5000,1903.5000,1903.5000,1903.5000,0
2016-05-04 00:00,1887.5000,1887.5000,1887.5000,1887.5000,0
2016-05-05 00:00,1866.5000,1866.5000,1866.5000,1866.5000,0
2016-05-06 00:00,1879.0000,1879.0000,1879.0000,1879.0000,0
2016-05-09 00:00,1835.0000,1835.0000,1835.0000,1835.0000,0
2016-05-10 00:00,1850.5000,1850.5000,1850.5000,1850.5000,0
2016-05-11 00:00,1902.5000,1902.5000,1902.5000,1902.5000,0
2016-05-12 00:00,1867.5000,1867.5000,1867.5000,1867.5000,0
2016-05-13 00:00,1888.5000,1888.5000,1888.5000,1888.5000,0
2016-05-16 00:00,1898.0000,1898.0000,1898.0000,1898.0000,0
2016-05-17 00:00,1905.5000,1905.5000,1905.5000,1905.5000,0
2016-05-18 00:00,1904.5000,1904.5000,1904.5000,1904.5000,0
2016-05-19 00:00,1879.5000,1879.5000,1879.5000,1879.5000,0
2016-05-20 00:00,1885.0000,1885.0000,1885.0000,1885.0000,0
2016-05-23 00:00,1849.5000,1849.5000,1849.5000,1849.5000,0
2016-05-24 00:00,1841.5000,1841.5000,1841.5000,1841.5000,0
2016-05-25 00:00,1852.5000,1852.5000,1852.5000,1852.5000,0
2016-05-26 00:00,1879.0000,1879.0000,1879.0000,1879.0000,0
2016-05-27 00:00,1902.0000,1902.0000,1902.0000,1902.0000,0
2016-05-31 00:00,1927.5000,1927.5000,1927.5000,1927.5000,0
2016-06-01 00:00,1974.0000,1974.0000,1974.0000,1974.0000,0
2016-06-02 00:00,1982.0000,1982.0000,1982.0000,1982.0000,0
2016-06-03 00:00,1998.0000,1998.0000,1998.0000,1998.0000,0
2016-06-06 00:00,2033.0000,2033.0000,2033.0000,2033.0000,0
2016-06-07 00:00,2003.0000,2003.0000,2003.0000,2003.0000,0
2016-06-08 00:00,2068.0000,2068.0000,2068.0000,2068.0000,0
2016-06-09 00:00,2070.0000,2070.0000,2070.0000,2070.0000,0
2016-06-10 00:00,2085.5000,2085.5000,2085.5000,2085.5000,0
2016-06-13 00:00,2080.5000,2080.5000,2080.5000,2080.5000,0
2016-06-14 00:00,2029.0000,2029.0000,2029.0000,2029.0000,0
2016-06-15 00:00,2044.5000,2044.5000,2044.5000,2044.5000,0
2016-06-16 00:00,1993.5000,1993.5000,1993.5000,1993.5000,0
2016-06-17 00:00,1987.0000,1987.0000,1987.0000,1987.0000,0
2016-06-20 00:00,2015.5000,2015.5000,2015.5000,2015.5000,0
2016-06-21 00:00,2015.5000,2015.5000,2015.5000,2015.5000,0
2016-06-22 00:00,2046.0000,2046.0000,2046.0000,2046.0000,0
2016-06-23 00:00,2044.0000,2044.0000,2044.0000,2044.0000,0
2016-06-24 00:00,2023.5000,2023.5000,2023.5000,2023.5000,4
2016-06-27 00:00,2002.0000,2002.0000,1998.0000,1998.0000,4
2016-06-28 00:00,2045.0000,2045.0000,2045.0000,2045.0000,5
2016-07-01 00:00,2159.0000,2159.0000,2159.0000,2159.0000,0
2016-07-05 00:00,2111.5000,2111.5000,2111.5000,2111.5000,0
2016-07-06 00:00,2109.0000,2109.0000,2109.0000,2109.0000,0
2016-07-07 00:00,2103.5000,2103.5000,2103.5000,2103.5000,0
2016-07-08 00:00,2142.5000,2142.5000,2142.5000,2142.5000,0
2016-07-11 00:00,2152.0000,2152.0000,2152.0000,2152.0000,0
2016-07-12 00:00,2197.0000,2197.0000,2197.0000,2197.0000,0
2016-07-13 00:00,2180.0000,2180.0000,2180.0000,2180.0000,0
2016-07-14 00:00,2195.5000,2195.5000,2195.5000,2195.5000,0
2016-07-15 00:00,2203.5000,2203.5000,2203.5000,2203.5000,0
2016-07-18 00:00,2219.0000,2219.0000,2219.0000,2219.0000,0
2016-07-19 00:00,2244.5000,2244.5000,2244.5000,2244.5000,0
2016-07-20 00:00,2241.5000,2241.5000,2241.5000,2241.5000,0
2016-07-21 00:00,2264.0000,2264.0000,2264.0000,2264.0000,0
2016-07-22 00:00,2264.0000,2264.0000,2264.0000,2264.0000,0
2016-07-25 00:00,2259.5000,2259.5000,2259.5000,2259.5000,0
2016-07-26 00:00,2235.5000,2235.5000,2235.5000,2235.5000,0
2016-07-27 00:00,2181.0000,2181.0000,2181.0000,2181.0000,0
2016-07-29 00:00,2248.0000,2248.0000,2248.0000,2248.0000,0
2016-08-01 00:00,2275.0000,2275.0000,2275.0000,2275.0000,0
2016-08-02 00:00,2287.5000,2287.5000,2287.5000,2287.5000,0
2016-08-03 00:00,2285.0000,2285.0000,2285.0000,2285.0000,0
2016-08-04 00:00,2266.0000,2266.0000,2266.0000,2266.0000,0
2016-08-05 00:00,2273.0000,2273.0000,2273.0000,2273.0000,0
2016-08-08 00:00,2289.0000,2289.0000,2289.0000,2289.0000,0
2016-08-09 00:00,2278.0000,2278.0000,2278.0000,2278.0000,0
2016-08-10 00:00,2289.0000,2289.0000,2289.0000,2289.0000,0
2016-08-11 00:00,2275.0000,2275.0000,2275.0000,2275.0000,0
2016-08-12 00:00,2245.0000,2245.0000,2245.0000,2245.0000,0
2016-08-15 00:00,2262.0000,2262.0000,2262.0000,2262.0000,0
2016-08-16 00:00,2265.5000,2265.5000,2265.5000,2265.5000,0
2016-08-17 00:00,2271.0000,2271.0000,2271.0000,2271.0000,0
2016-08-18 00:00,2302.5000,2302.5000,2302.5000,2302.5000,0
2016-08-19 00:00,2292.5000,2292.5000,2292.5000,2292.5000,0
2016-08-22 00:00,2286.0000,2286.0000,2286.0000,2286.0000,0
2016-08-23 00:00,2302.5000,2302.5000,2302.5000,2302.5000,0
2016-08-24 00:00,2277.0000,2277.0000,2277.0000,2277.0000,0
2016-08-25 00:00,2299.0000,2299.0000,2299.0000,2299.0000,0
2016-08-26 00:00,2324.0000,2324.0000,2324.0000,2324.0000,0
2016-08-29 00:00,2324.0000,2324.0000,2324.0000,2324.0000,0
2016-08-30 00:00,2319.0000,2319.0000,2319.0000,2319.0000,0
2016-08-31 00:00,2333.5000,2333.5000,2333.5000,2333.5000,0
2016-09-01 00:00,2343.0000,2343.0000,2343.0000,2343.0000,0
2016-09-02 00:00,2367.0000,2367.0000,2367.0000,2367.0000,0
2016-09-06 00:00,2329.0000,2329.0000,2329.0000,2329.0000,0
2016-09-07 00:00,2338.0000,2338.0000,2338.0000,2338.0000,0
2016-09-08 00:00,2334.0000,2334.0000,2334.0000,2334.0000,0
2016-09-09 00:00,2308.5000,2308.5000,2308.5000,2308.5000,0
2016-09-12 00:00,2280.5000,2280.5000,2280.5000,2280.5000,0
2016-09-13 00:00,2249.5000,2249.5000,2249.5000,2249.5000,0
2016-09-14 00:00,2299.0000,2299.0000,2299.0000,2299.0000,0
2016-09-15 00:00,2251.5000,2251.5000,2251.5000,2251.5000,0
2016-09-16 00:00,2228.5000,2228.5000,2228.5000,2228.5000,0
2016-09-19 00:00,2268.0000,2268.0000,2268.0000,2268.0000,0
2016-09-20 00:00,2316.5000,2316.5000,2316.5000,2316.5000,0
2016-09-21 00:00,2283.0000,2283.0000,2283.0000,2283.0000,0
2016-09-22 00:00,2312.0000,2312.0000,2312.0000,2312.0000,0
2016-09-23 00:00,2289.5000,2289.5000,2289.5000,2289.5000,0
2016-09-26 00:00,2298.5000,2298.5000,2298.5000,2298.5000,0
2016-09-27 00:00,2334.5000,2334.5000,2334.5000,2334.5000,0
2016-09-28 00:00,2344.5000,2344.5000,2344.5000,2344.5000,0
2016-09-30 00:00,2393.5000,2393.5000,2393.5000,2393.5000,0
2016-10-03 00:00,2418.5000,2418.5000,2418.5000,2418.5000,0
2016-10-04 00:00,2395.0000,2395.0000,2395.0000,2395.0000,0
2016-10-05 00:00,2366.5000,2366.5000,2366.5000,2366.5000,0
2016-10-06 00:00,2336.0000,2336.0000,2336.0000,2336.0000,0
2016-10-07 00:00,2349.5000,2349.5000,2349.5000,2349.5000,0
2016-10-11 00:00,2266.5000,2266.5000,2266.5000,2266.5000,0
2016-10-12 00:00,2273.0000,2273.0000,2273.0000,2273.0000,0
2016-10-13 00:00,2251.5000,2251.5000,2251.5000,2251.5000,0
2016-10-14 00:00,2251.5000,2251.5000,2251.5000,2251.5000,0
2016-10-17 00:00,2282.5000,2282.5000,2282.5000,2282.5000,0
2016-10-18 00:00,2302.5000,2302.5000,2302.5000,2302.5000,0
2016-10-19 00:00,2321.0000,2321.0000,2321.0000,2321.0000,0
2016-10-20 00:00,2303.5000,2303.5000,2303.5000,2303.5000,0
2016-10-21 00:00,2279.5000,2279.5000,2279.5000,2279.5000,0
2016-10-24 00:00,2325.5000,2325.5000,2325.5000,2325.5000,0
2016-10-25 00:00,2379.0000,2379.0000,2379.0000,2379.0000,0
2016-10-26 00:00,2379.0000,2379.0000,2379.0000,2379.0000,0
2016-10-27 00:00,2372.5000,2372.5000,2372.5000,2372.5000,0
2016-10-28 00:00,2414.0000,2414.0000,2414.0000,2414.0000,0
2016-10-31 00:00,2493.0000,2493.0000,2493.0000,2493.0000,0
2016-11-01 00:00,2473.5000,2473.5000,2473.5000,2473.5000,0
2016-11-02 00:00,2473.5000,2473.5000,2473.5000,2473.5000,0
2016-11-03 00:00,2506.5000,2506.5000,2506.5000,2506.5000,0
2016-11-04 00:00,2506.5000,2506.5000,2506.5000,2506.5000,0
2016-11-07 00:00,2486.5000,2486.5000,2486.5000,2486.5000,0
2016-11-08 00:00,2507.5000,2507.5000,2507.5000,2507.5000,0
2016-11-09 00:00,2509.5000,2509.5000,2509.5000,2509.5000,0
2016-11-10 00:00,2550.5000,2550.5000,2550.5000,2550.5000,0
2016-11-14 00:00,2616.0000,2616.0000,2616.0000,2616.0000,0
2016-11-15 00:00,2626.5000,2626.5000,2626.5000,2626.5000,0
2016-11-16 00:00,2552.5000,2552.5000,2552.5000,2552.5000,0
2016-11-17 00:00,2554.5000,2554.5000,2554.5000,2554.5000,0
2016-11-18 00:00,2561.5000,2561.5000,2561.5000,2561.5000,0
2016-11-21 00:00,2598.5000,2598.5000,2598.5000,2598.5000,0
2016-11-22 00:00,2610.5000,2610.5000,2610.5000,2610.5000,0
2016-11-23 00:00,2686.5000,2686.5000,2686.5000,2686.5000,0
2016-11-25 00:00,2814.5000,2814.5000,2814.5000,2814.5000,0
2016-11-28 00:00,2920.0000,2920.0000,2920.0000,2920.0000,0
2016-11-29 00:00,2737.0000,2737.0000,2737.0000,2737.0000,0
2016-11-30 00:00,2717.0000,2717.0000,2717.0000,2717.0000,0
2016-12-01 00:00,2742.0000,2742.0000,2742.0000,2742.0000,0
2016-12-02 00:00,2690.5000,2690.5000,2690.5000,2690.5000,0
2016-12-05 00:00,2774.5000,2774.5000,2774.5000,2774.5000,0
2016-12-06 00:00,2807.0000,2807.0000,2807.0000,2807.0000,0
2016-12-07 00:00,2737.0000,2737.0000,2737.0000,2737.0000,0
2016-12-08 00:00,2699.5000,2699.5000,2699.5000,2699.5000,0
2016-12-09 00:00,2710.0000,2710.0000,2710.0000,2710.0000,0
2016-12-12 00:00,2725.5000,2725.5000,2725.5000,2725.5000,0
2016-12-13 00:00,2707.5000,2707.5000,2707.5000,2707.5000,0
2016-12-14 00:00,2799.0000,2799.0000,2799.0000,2799.0000,0
2016-12-15 00:00,2814.0000,2814.0000,2814.0000,2814.0000,0
2016-12-16 00:00,2728.0000,2728.0000,2728.0000,2728.0000,0
2016-12-19 00:00,2728.0000,2728.0000,2728.0000,2728.0000,0
2016-12-20 00:00,2632.0000,2632.0000,2632.0000,2632.0000,0
2016-12-21 00:00,2611.5000,2611.5000,2611.5000,2611.5000,0
2016-12-22 00:00,2629.5000,2629.5000,2629.5000,2629.5000,0
2016-12-23 00:00,2629.5000,2629.5000,2629.5000,2629.5000,0
2016-12-27 00:00,2629.5000,2629.5000,2629.5000,2629.5000,0
2016-12-28 00:00,2572.5000,2572.5000,2572.5000,2572.5000,0
2016-12-30 00:00,2583.5000,2583.5000,2583.5000,2583.5000,0
2017-01-03 00:00,2578.5000,2578.5000,2578.5000,2578.5000,0
2017-01-04 00:00,2618.0000,2618.0000,2618.0000,2618.0000,0
2017-01-05 00:00,2618.5000,2618.5000,2618.5000,2618.5000,0
2017-01-06 00:00,2622.5000,2622.5000,2622.5000,2622.5000,0
2017-01-09 00:00,2674.0000,2674.0000,2674.0000,2674.0000,0
2017-01-10 00:00,2729.5000,2729.5000,2729.5000,2729.5000,0
